团购名,店名,团购活动ID,团购介绍,购买人数,团购评价,评价人数,到期时间,团购价,市场价,地址,团购内容,备注,购买须知
汉釜宫生日霸王餐,汉釜宫海鲜自助烧烤涮精品店(曼哈顿店),40507470,仅售1元价值59元生日霸王餐1位！,99,暂无评价,暂无评价,2018/12/30,1,59,【郑州市金水区金水路与未来路曼哈顿商业广场F区奥斯卡电影城斜对面感觉咖啡隔壁二楼】,【内容: 生日霸王餐 规格: 1位 价格: 59元】,随便退,"【有效期2017年12月04日至2018年12月30日】
【可用时间周末法定节假日通用11:00 - 14:30;18:00 - 22:00】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限1人使用每次消费不限使用糯米券张数可叠加使用自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准1米（含）以下儿童可免费用餐每张券限带1名免费儿童1米（不含）-1.3米（含）儿童用餐可享受35元/人的优惠价到店支付即可1.3米（不含）以上儿童需独立使用1张券】
【有效期2017年12月04日至2018年12月30日】
【可用时间周末法定节假日通用11:00 - 14:30;18:00 - 22:00】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限1人使用每次消费不限使用糯米券张数可叠加使用自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准1米（含）以下儿童可免费用餐每张券限带1名免费儿童1米（不含）-1.3米（含）儿童用餐可享受35元/人的优惠价到店支付即可1.3米（不含）以上儿童需独立使用1张券】
"
汉轩宫生日霸王餐,汉轩宫自助海鲜烤肉(德化新街店),31986480,仅售19.9元价值69元生日餐！免费WiFi！,739,4.3,34,2019/1/5,19.9,69,【郑州市二七区银基商贸城东北角对面德化新街27号门富二楼电梯右侧】,【内容: 生日霸王餐 规格: 1位 价格: 69元】,随便退,"【有效期2016年08月03日至2019年01月05日】
【可用时间周末法定节假日通用11:00 - 21:30】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限1人使用每次消费不限使用糯米券张数可叠加使用1.2米(不含)以下的儿童免费 1.2米(含)-1.4米(含)的儿童35元/位 1.4米(不含)以上的等同成人需使用1张糯米券或原价支付自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准会员凭会员卡生日当天免费就餐。】
【温馨提示无停车位提供免费WiFi】
【有效期2016年08月03日至2019年01月05日】
【可用时间周末法定节假日通用11:00 - 21:30】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限1人使用每次消费不限使用糯米券张数可叠加使用1.2米(不含)以下的儿童免费 1.2米(含)-1.4米(含)的儿童35元/位 1.4米(不含)以上的等同成人需使用1张糯米券或原价支付自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准会员凭会员卡生日当天免费就餐。】
【温馨提示无停车位提供免费WiFi】
"
汉轩宫学生单人餐,汉轩宫自助海鲜烤肉(德化新街店),6151697,仅售42.9元价值69元德化新街店学生餐！店内提供免费WiFi免费WiFi！,14662,4.6,1518,2019/1/5,42.9,69,【郑州市二七区银基商贸城东北角对面德化新街27号门富二楼电梯右侧】,【内容: 学生豪华单人自助餐 规格: 1位 价格: 69元】,随便退,"【有效期2015年10月26日至2019年01月05日】
【可用时间周末法定节假日通用11:00 - 21:30】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限1人使用每次消费不限使用糯米券张数可叠加使用1.2米(不含)以下的儿童免费 1.2米(含)-1.4米(含)的儿童35元/位 1.4米(不含)以上的等同成人需使用1张糯米券或原价支付；65周岁(含)以上的老人凭有效证件可享受35元/位；当天过生日的顾客凭有效证件可享受免费用餐自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准会员凭会员卡生日当天免费就餐。】
【温馨提示无停车位提供免费WiFi】
【有效期2015年10月26日至2019年01月05日】
【可用时间周末法定节假日通用11:00 - 21:30】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限1人使用每次消费不限使用糯米券张数可叠加使用1.2米(不含)以下的儿童免费 1.2米(含)-1.4米(含)的儿童35元/位 1.4米(不含)以上的等同成人需使用1张糯米券或原价支付；65周岁(含)以上的老人凭有效证件可享受35元/位；当天过生日的顾客凭有效证件可享受免费用餐自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准会员凭会员卡生日当天免费就餐。】
【温馨提示无停车位提供免费WiFi】
"
汉轩宫工作日单人午晚通用餐,汉轩宫自助海鲜烤肉(德化新街店),4758798,仅售48元价值69元豪华单人午晚通用餐！周一至周五提供免费WiFi免费WiFi！,11449,4.5,980,2019/1/5,48,69,【郑州市二七区银基商贸城东北角对面德化新街27号门富二楼电梯右侧】,【内容: 单人自助餐 规格: 1位 价格: 69元】,随便退,"【有效期2015年08月28日至2019年01月05日】
【可用时间法定节假日当天及每周六、日需每位另外付费5元。11:00 - 14:30;17:00 - 21:30】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限1人使用每次消费不限使用糯米券张数可叠加使用1.2米(不含)以下的儿童免费 1.2米(含)-1.4米(含)的儿童35元/位 1.4米(不含)以上的等同成人需使用1张糯米券或原价支付65周岁(含)以上的老人凭有效证件可享受35元/位自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准会员凭会员卡生日当天免费就餐。】
【温馨提示无停车位提供免费WiFi】
【有效期2015年08月28日至2019年01月05日】
【可用时间法定节假日当天及每周六、日需每位另外付费5元。11:00 - 14:30;17:00 - 21:30】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限1人使用每次消费不限使用糯米券张数可叠加使用1.2米(不含)以下的儿童免费 1.2米(含)-1.4米(含)的儿童35元/位 1.4米(不含)以上的等同成人需使用1张糯米券或原价支付65周岁(含)以上的老人凭有效证件可享受35元/位自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准会员凭会员卡生日当天免费就餐。】
【温馨提示无停车位提供免费WiFi】
"
汉轩宫工作日四人午晚通用餐,汉轩宫自助海鲜烤肉(德化新街店),6151627,仅售187.6元价值276元豪华四人午晚通用餐！周一至周五！免费WiFi免费WiFi！,186,4.7,26,2019/1/5,187.6,276,【郑州市二七区银基商贸城东北角对面德化新街27号门富二楼电梯右侧】,【内容: 四人自助餐 规格: 1份 价格: 276元】,随便退,"【有效期2015年10月26日至2019年01月05日】
【可用时间法定节假日当天及每周六、日需每位另外付费5元。11:00 - 14:30;17:00 - 21:30】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限4人使用每次消费不限使用糯米券张数可叠加使用1.2米(不含)以下的儿童免费 1.2米(含)-1.4米(含)的儿童35元/位 1.4米(不含)以上的等同成人需使用1张糯米券或原价支付65周岁(含)以上的老人凭有效证件可享受35元/位自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准会员凭会员卡生日当天免费就餐。】
【温馨提示无停车位提供免费WiFi】
【有效期2015年10月26日至2019年01月05日】
【可用时间法定节假日当天及每周六、日需每位另外付费5元。11:00 - 14:30;17:00 - 21:30】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限4人使用每次消费不限使用糯米券张数可叠加使用1.2米(不含)以下的儿童免费 1.2米(含)-1.4米(含)的儿童35元/位 1.4米(不含)以上的等同成人需使用1张糯米券或原价支付65周岁(含)以上的老人凭有效证件可享受35元/位自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准会员凭会员卡生日当天免费就餐。】
【温馨提示无停车位提供免费WiFi】
"
汉轩宫工作日六人午晚通用餐,汉轩宫自助海鲜烤肉(德化新街店),12166080,仅售281.4元价值414元豪华六人午晚通用餐！周一至周五！免费WiFi！,783,4.3,126,2019/1/5,281.4,414,【郑州市二七区银基商贸城东北角对面德化新街27号门富二楼电梯右侧】,【内容: 六人自助餐 规格: 1份 价格: 414元】,随便退,"【有效期2016年04月12日至2019年01月05日】
【可用时间法定节假日当天及每周六、日需每位另外付费5元。11:00 - 14:30;17:00 - 21:30】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限6人使用每次消费不限使用糯米券张数可叠加使用1.2米(不含)以下的儿童免费 1.2米(含)-1.4米(含)的儿童35元/位 1.4米(不含)以上的等同成人需使用1张糯米券或原价支付65周岁(含)以上的老人凭有效证件可享受35元/位自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准会员凭会员卡生日当天免费就餐。】
【温馨提示无停车位提供免费WiFi】
【有效期2016年04月12日至2019年01月05日】
【可用时间法定节假日当天及每周六、日需每位另外付费5元。11:00 - 14:30;17:00 - 21:30】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限6人使用每次消费不限使用糯米券张数可叠加使用1.2米(不含)以下的儿童免费 1.2米(含)-1.4米(含)的儿童35元/位 1.4米(不含)以上的等同成人需使用1张糯米券或原价支付65周岁(含)以上的老人凭有效证件可享受35元/位自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准会员凭会员卡生日当天免费就餐。】
【温馨提示无停车位提供免费WiFi】
"
汉轩宫全天单人午晚通用券,汉轩宫自助海鲜烤肉(德化新街店),13369356,仅售49.9元价值69元全天午晚通用券！无须额外付费！免费WiFi！,6573,4.3,512,2019/1/5,49.9,69,【郑州市二七区银基商贸城东北角对面德化新街27号门富二楼电梯右侧】,【内容: 午晚通用自助 规格: 1位 价格: 69元】,随便退,"【有效期2016年05月07日至2019年01月05日】
【可用时间周末法定节假日通用11:00 - 21:30】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限1人使用每次消费不限使用糯米券张数可叠加使用1.2米(不含)以下的儿童免费 1.2米(含)-1.4米(含)的儿童35元/位 1.4米(不含)以上的等同成人需使用1张糯米券或原价支付65周岁(含)以上的老人凭有效证件可享受35元/位自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准会员凭会员卡生日当天免费就餐。】
【温馨提示无停车位提供免费WiFi】
【有效期2016年05月07日至2019年01月05日】
【可用时间周末法定节假日通用11:00 - 21:30】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限1人使用每次消费不限使用糯米券张数可叠加使用1.2米(不含)以下的儿童免费 1.2米(含)-1.4米(含)的儿童35元/位 1.4米(不含)以上的等同成人需使用1张糯米券或原价支付65周岁(含)以上的老人凭有效证件可享受35元/位自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准会员凭会员卡生日当天免费就餐。】
【温馨提示无停车位提供免费WiFi】
"
汉轩宫尊享单人牛排套餐,汉轩宫自助海鲜烤肉(德化新街店),39178826,仅售59.9元价值88元尊享单人牛排套餐1位！免费WiFi！,26,暂无评价,暂无评价,2019/1/7,59.9,88,【郑州市二七区银基商贸城东北角对面德化新街27号门富二楼电梯右侧】,【内容: 尊享单人牛排套餐 规格: 1位 价格: 88元】,随便退,"【有效期2017年07月26日至2019年01月07日】
【可用时间周末法定节假日通用11:00 - 21:30】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限1人使用每次消费不限使用糯米券张数可叠加使用1.2米(不含)以下的儿童免费 1.2米(含)-1.4米(含)的儿童35元/位 1.4米(不含)以上的等同成人需使用1张糯米券或原价支付65周岁(含)以上的老人凭有效证件可享受35元/位自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准会员凭会员卡生日当天免费就餐。】
【温馨提示无停车位提供免费WiFi】
【有效期2017年07月26日至2019年01月07日】
【可用时间周末法定节假日通用11:00 - 21:30】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限1人使用每次消费不限使用糯米券张数可叠加使用1.2米(不含)以下的儿童免费 1.2米(含)-1.4米(含)的儿童35元/位 1.4米(不含)以上的等同成人需使用1张糯米券或原价支付65周岁(含)以上的老人凭有效证件可享受35元/位自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准会员凭会员卡生日当天免费就餐。】
【温馨提示无停车位提供免费WiFi】
"
汉轩宫全天四人午晚通用餐,汉轩宫自助海鲜烤肉(德化新街店),33696790,仅售199.6元价值276元全天四人午晚通用餐！无须额外付费！免费WiFi！,43,4.6,5,2019/1/5,199.6,276,【郑州市二七区银基商贸城东北角对面德化新街27号门富二楼电梯右侧】,【内容: 四人自助餐 规格: 1份 价格: 276元】,随便退,"【有效期2016年09月02日至2019年01月05日】
【可用时间周末法定节假日通用11:00 - 14:30;17:00 - 21:30】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限4人使用每次消费不限使用糯米券张数可叠加使用1.2米(不含)以下的儿童免费 1.2米(含)-1.4米(含)的儿童35元/位 1.4米(不含)以上的等同成人需使用1张糯米券或原价支付65周岁(含)以上的老人凭有效证件可享受35元/位自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准会员凭会员卡生日当天免费就餐。】
【温馨提示无停车位提供免费WiFi】
【有效期2016年09月02日至2019年01月05日】
【可用时间周末法定节假日通用11:00 - 14:30;17:00 - 21:30】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限4人使用每次消费不限使用糯米券张数可叠加使用1.2米(不含)以下的儿童免费 1.2米(含)-1.4米(含)的儿童35元/位 1.4米(不含)以上的等同成人需使用1张糯米券或原价支付65周岁(含)以上的老人凭有效证件可享受35元/位自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准会员凭会员卡生日当天免费就餐。】
【温馨提示无停车位提供免费WiFi】
"
汉轩宫学生超值10人自助餐,汉轩宫自助海鲜烤肉(德化新街店),39178874,仅售409.9元价值690元学生专享超值10人自助餐1份！免费WiFi！,1,暂无评价,暂无评价,2019/1/7,409.9,690,【郑州市二七区银基商贸城东北角对面德化新街27号门富二楼电梯右侧】,【内容: 学生专享超值10人自助餐 规格: 1份 价格: 690元】,随便退,"【有效期2017年07月27日至2019年01月07日】
【可用时间周末法定节假日通用11:00 - 14:00;15:30 - 次日00:00】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限10人使用每次消费不限使用糯米券张数可叠加使用自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准】
【温馨提示无停车位提供免费WiFi】
【有效期2017年07月27日至2019年01月07日】
【可用时间周末法定节假日通用11:00 - 14:00;15:30 - 次日00:00】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限10人使用每次消费不限使用糯米券张数可叠加使用自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准】
【温馨提示无停车位提供免费WiFi】
"
汉轩宫全天六人午晚通用餐,汉轩宫自助海鲜烤肉(德化新街店),33695632,仅售299.4元价值414元全天六人午晚通用餐！无须额外付费！免费WiFi！,6,暂无评价,暂无评价,2019/1/5,299.4,414,【郑州市二七区银基商贸城东北角对面德化新街27号门富二楼电梯右侧】,【内容: 六人自助餐 规格: 1份 价格: 414元】,随便退,"【有效期2016年09月02日至2019年01月05日】
【可用时间周末法定节假日通用11:00 - 14:30;17:00 - 21:30】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限6人使用每次消费不限使用糯米券张数可叠加使用1.2米(不含)以下的儿童免费 1.2米(含)-1.4米(含)的儿童35元/位 1.4米(不含)以上的等同成人需使用1张糯米券或原价支付；65周岁(含)以上的老人凭有效证件可享受35元/位；当天过生日的顾客凭有效证件可享受免费用餐自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准会员凭会员卡生日当天免费就餐。】
【温馨提示无停车位提供免费WiFi】
【有效期2016年09月02日至2019年01月05日】
【可用时间周末法定节假日通用11:00 - 14:30;17:00 - 21:30】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限6人使用每次消费不限使用糯米券张数可叠加使用1.2米(不含)以下的儿童免费 1.2米(含)-1.4米(含)的儿童35元/位 1.4米(不含)以上的等同成人需使用1张糯米券或原价支付；65周岁(含)以上的老人凭有效证件可享受35元/位；当天过生日的顾客凭有效证件可享受免费用餐自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准会员凭会员卡生日当天免费就餐。】
【温馨提示无停车位提供免费WiFi】
"
德庄一品单人自助午晚餐,德庄一品自助烧烤涮,35058747,仅售54.9元价值59元单人自助午晚餐1位！免费WiFi！,512,4.1,24,2018/9/5,54.9,59,【郑州市金水区天明路与农业路交叉口向南50米路西】,【内容: 单人自助午晚餐 规格: 1位 价格: 59元】,随便退,"【有效期2016年09月30日至2018年09月05日】
【可用时间周末法定节假日通用11:20 - 15:00;17:30 - 22:00】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限1人使用每次消费不限使用糯米券张数可叠加使用1.1米(不含)以下的儿童免费 1.1米(含)-1.4米(不含)的儿童30元/位 1.4米(含)以上的等同成人需使用1张糯米券或原价支付70周岁(不含)以上的老人凭有效证件可享受30元/位自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准】
【温馨提示提供免费WiFi】
【有效期2016年09月30日至2018年09月05日】
【可用时间周末法定节假日通用11:20 - 15:00;17:30 - 22:00】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限1人使用每次消费不限使用糯米券张数可叠加使用1.1米(不含)以下的儿童免费 1.1米(含)-1.4米(不含)的儿童30元/位 1.4米(含)以上的等同成人需使用1张糯米券或原价支付70周岁(不含)以上的老人凭有效证件可享受30元/位自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准】
【温馨提示提供免费WiFi】
"
德庄一品单人自助午餐,德庄一品自助烧烤涮,35058246,仅售49.9元价值59元单人自助午餐1位！免费WiFi！,1065,4.6,50,2018/9/5,49.9,59,【郑州市金水区天明路与农业路交叉口向南50米路西】,【内容: 单人自助午餐 规格: 1位 价格: 59元】,随便退,"【有效期2016年09月30日至2018年09月05日】
【可用时间周末法定节假日通用11:20 - 15:00】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限1人使用每次消费不限使用糯米券张数可叠加使用1.1米(不含)以下的儿童免费 1.1米(含)-1.4米(不含)的儿童30元/位 1.4米(含)以上的等同成人需使用1张糯米券或原价支付70周岁(不含)以上的老人凭有效证件可享受30元/位自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准】
【温馨提示提供免费WiFi】
【有效期2016年09月30日至2018年09月05日】
【可用时间周末法定节假日通用11:20 - 15:00】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限1人使用每次消费不限使用糯米券张数可叠加使用1.1米(不含)以下的儿童免费 1.1米(含)-1.4米(不含)的儿童30元/位 1.4米(含)以上的等同成人需使用1张糯米券或原价支付70周岁(不含)以上的老人凭有效证件可享受30元/位自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准】
【温馨提示提供免费WiFi】
"
德庄一品学生自助午晚餐,德庄一品自助烧烤涮,35058801,仅售45.9元价值59元学生自助午晚餐1位！免费WiFi！,470,4.3,21,2018/9/5,45.9,59,【郑州市金水区天明路与农业路交叉口向南50米路西】,【内容: 学生自助午晚餐 规格: 1位 价格: 59元】,随便退,"【有效期2016年09月30日至2018年09月05日】
【可用时间周末法定节假日通用11:20 - 15:00;17:30 - 22:00】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限1人使用每次消费不限使用糯米券张数可叠加使用1.1米(不含)以下的儿童免费 1.1米(含)-1.4米(不含)的儿童29元/位 1.4米(含)以上的等同成人需使用1张糯米券或原价支付65周岁(不含)以上的老人凭有效证件可享受29元/位自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准】
【温馨提示提供免费WiFi】
【有效期2016年09月30日至2018年09月05日】
【可用时间周末法定节假日通用11:20 - 15:00;17:30 - 22:00】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限1人使用每次消费不限使用糯米券张数可叠加使用1.1米(不含)以下的儿童免费 1.1米(含)-1.4米(不含)的儿童29元/位 1.4米(含)以上的等同成人需使用1张糯米券或原价支付65周岁(不含)以上的老人凭有效证件可享受29元/位自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准】
【温馨提示提供免费WiFi】
"
德庄一品双人自助午晚餐,德庄一品自助烧烤涮,35058855,仅售108.6元价值118元双人自助午晚餐1份！免费WiFi！,223,4.4,19,2018/9/5,108.6,118,【郑州市金水区天明路与农业路交叉口向南50米路西】,【内容: 双人自助午晚餐 规格: 1份 价格: 118元】,随便退,"【有效期2016年09月30日至2018年09月05日】
【可用时间周末法定节假日通用11:20 - 15:00;17:30 - 22:00】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限2人使用每次消费不限使用糯米券张数可叠加使用1.1米(不含)以下的儿童免费 1.1米(含)-1.4米(不含)的儿童30元/位 1.4米(含)以上的等同成人需使用1张糯米券或原价支付70周岁(不含)以上的老人凭有效证件可享受30元/位自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准】
【温馨提示提供免费WiFi】
【有效期2016年09月30日至2018年09月05日】
【可用时间周末法定节假日通用11:20 - 15:00;17:30 - 22:00】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限2人使用每次消费不限使用糯米券张数可叠加使用1.1米(不含)以下的儿童免费 1.1米(含)-1.4米(不含)的儿童30元/位 1.4米(含)以上的等同成人需使用1张糯米券或原价支付70周岁(不含)以上的老人凭有效证件可享受30元/位自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准】
【温馨提示提供免费WiFi】
"
德庄一品4人自助午晚餐,德庄一品自助烧烤涮,35058935,仅售228元价值236元四人自助午晚餐1份！免费WiFi！,85,5,6,2018/9/5,228,236,【郑州市金水区天明路与农业路交叉口向南50米路西】,【内容: 四人自助午晚餐 规格: 1份 价格: 236元】,随便退,"【有效期2016年09月30日至2018年09月05日】
【可用时间周末法定节假日通用11:20 - 15:00;17:30 - 22:00】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限4人使用每次消费不限使用糯米券张数可叠加使用1.1米(不含)以下的儿童免费 1.1米(含)-1.4米(不含)的儿童30元/位 1.4米(含)以上的等同成人需使用1张糯米券或原价支付70周岁(不含)以上的老人凭有效证件可享受30元/位自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准】
【温馨提示提供免费WiFi】
【有效期2016年09月30日至2018年09月05日】
【可用时间周末法定节假日通用11:20 - 15:00;17:30 - 22:00】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限4人使用每次消费不限使用糯米券张数可叠加使用1.1米(不含)以下的儿童免费 1.1米(含)-1.4米(不含)的儿童30元/位 1.4米(含)以上的等同成人需使用1张糯米券或原价支付70周岁(不含)以上的老人凭有效证件可享受30元/位自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准】
【温馨提示提供免费WiFi】
"
汉轩宫自助烤肉生日大餐,汉轩宫自助烤肉美食城(沃金店),38545208,仅售18.9元价值58元生日大餐1位！免费WiFi！,171,4,4,2019/1/3,,,【郑州市中牟县沃金商业广场郑港四街与郑港七路交叉口南300米沃金商业广场2层118号商铺】,【内容: 生日霸王餐 规格: 1位 价格: 58元】,随便退,"【有效期2017年05月17日至2019年01月03日】
【可用时间周末法定节假日通用11:00 - 22:00】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限1人使用每次消费至多可使用1张糯米券自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准1.生日大餐：11:00-22:002.可用餐2个小时3.当天过生日的顾客到店就餐可享受此优惠该活动不与店内活动同时使用只限成人使用儿童不可参与。4.当天生日顾客凭身份证到吧台核实5.老人、儿童具体优惠情况请咨询商家以商家反馈为准。】
【温馨提示无停车位提供免费WiFi】
【有效期2017年05月17日至2019年01月03日】
【可用时间周末法定节假日通用11:00 - 22:00】
【预约提示无需预约直接消费（高峰期间消费需排号等位）】
【使用规则团购用户暂不享受店内其他优惠每张糯米券限1人使用每次消费至多可使用1张糯米券自助餐仅限堂食不提供打包服务部分菜品因时令原因有所不同请以店内当日实际供应为准1.生日大餐：11:00-22:002.可用餐2个小时3.当天过生日的顾客到店就餐可享受此优惠该活动不与店内活动同时使用只限成人使用儿童不可参与。4.当天生日顾客凭身份证到吧台核实5.老人、儿童具体优惠情况请咨询商家以商家反馈为准。】
【温馨提示无停车位提供免费WiFi】
"
